Konsument HSA-id;Konsument beskrivning;Antal anrop;Tjänstekontrakt;Logisk Adressat HSA-id;Logisk Adressat beskrivning;Producent HSA-id;Producent beskrivning
SE2321000016-532S;MVK;2;urn:riv:crm:scheduling:MakeBooking:1:rivtabp21;SE2321000016-162W;VE: SLL - Västerorts ungdomsmottagning;SE2321000016-7P35 - TakeCare - GATT;SLL - RTjP - TakeCare - GetAllTimeTypes - RIVTA20
SE2321000016-532S;MVK;2;urn:riv:crm:scheduling:MakeBooking:1:rivtabp21;SE2321000016-1HZ3;VE: SLL - Testspecialist-mottagning A;SE2321000016-7P35 - TakeCare - UB;SLL - RTjP - TakeCare - UpdateBooking - RIVTA20
SE2321000016-532S;MVK;2;urn:riv:crm:scheduling:MakeBooking:1:rivtabp21;SE2321000016-2M3T;VE: SLL - Vallentuna primärvårdsrehab;SE2321000016-7P35 - TakeCare - CB;SLL - RTjP - TakeCare - CancelBooking - RIVTA20
SE2321000016-532S;MVK;2;urn:riv:crm:scheduling:MakeBooking:1:rivtabp21;SE2321000032-42CS;VE: Sörmland - Medicinmottagningen Nyköpings Lasarett;SE162321000032-4L8D - CB;Sörmland - RTjP - CancelBooking - RIVTA20
SE2321000016-532S;MVK;2;urn:riv:crm:scheduling:MakeBooking:1:rivtabp21;SE2321000040-5CB6;VE: Östergötland - VC i Finspång;SE2321000040-AA053 - Cosmic - CB;LiO - RTjP - Cosmic - CancelBooking - RIVTA20
SE2321000016-532S;MVK;2;urn:riv:crm:scheduling:MakeBooking:1:rivtabp21;SE2321000057-4BNL;VE: Jönköping - Norrahammars VC;SE162321000057-0068 - GBD;LJ - Cosmic - GetBookingDetails - RIVTA20
SE2321000016-532S;MVK;2;urn:riv:crm:scheduling:MakeBooking:1:rivtabp21;SE2321000057-4GBF;VE: Jönköping - Badhuset FTV Huskvarna;SE2321000057-64G1 - GATT;LJ - T4 - GetAllTimeTypes - RIVTA20
SE2321000016-532S;MVK;2;urn:riv:crm:scheduling:MakeBooking:1:rivtabp21;SE2321000057-4R78;VE: Jönköping - Vråen FTV;SE2321000057-64G1 - GATT;LJ - T4 - GetAllTimeTypes - RIVTA20
SE2321000016-532S;MVK;2;urn:riv:crm:scheduling:MakeBooking:1:rivtabp21;SE2321000057-5SRP;VG: Jönköping - Wetterhälsan;SE5565594230-B8N - RMCQ;Vårdens Intyg - Webcert - RMCQ - RIVTA20
SE2321000016-532S;MVK;2;urn:riv:crm:scheduling:MakeBooking:1:rivtabp21;SE2321000065-7330028906835;VE: Kronoberg - Specialistläkargruppen Växjö;SE162321000065-B09 - CB;Kronoberg - Cosmic -  CancelBooking - RIVTA20
SE2321000016-532S;MVK;2;urn:riv:crm:scheduling:MakeBooking:1:rivtabp21;SE2321000164-10D2;VE: ÖLL - Blodbuss hållplats Atlas Copco Örebro;SE162321000164-0144 - GATT;ÖLL - Prosang - GetAllTimeTypes - RIVTA21
SE2321000016-532S;MVK;2;urn:riv:crm:scheduling:MakeBooking:1:rivtabp21;SE2321000164-7381037594803;VE: Örebro - Haga VC;SE162321000164-0090 - CB;ÖLL - RTjP - CancelBooking - RIVTA20
SE2321000016-532S;MVK;2;urn:riv:crm:scheduling:MakeBooking:1:rivtabp21;SE2321000164-7381037595671;VE: ÖLL - Blodcentral Karlskoga lasarett;SE162321000164-0144 - GATT;ÖLL - Prosang - GetAllTimeTypes - RIVTA21
SE2321000016-532S;MVK;2;urn:riv:crm:scheduling:MakeBooking:1:rivtabp21;SE5565189692-1003L;VE: SLL - Capio - Smärtmottagningen CStG;SE5565189692-B03 - CB;SLL - Cosmic - CancelBooking - RIVTA20
SE2321000016-532S;MVK;1;urn:riv:crm:scheduling:MakeBooking:1:rivtabp21;SE162321000024-0015861;VE: Uppsala - Vretgränd;SE162321000024-1179 - MB;LUL - T4 - MakeBooking - RIVTA21
SE2321000016-532S;MVK;1;urn:riv:crm:scheduling:MakeBooking:1:rivtabp21;SE162321000024-0016039;VE: Uppsala - FTV allmäntandvård Skutskär;SE162321000024-1179 - MB;LUL - T4 - MakeBooking - RIVTA21
SE2321000016-532S;MVK;1;urn:riv:crm:scheduling:MakeBooking:1:rivtabp21;SE162321000024-0016144;VE: Uppsala - FTV allmäntandvård Almunge;SE162321000024-1179 - MB;LUL - T4 - MakeBooking - RIVTA21
SE2321000016-532S;MVK;1;urn:riv:crm:scheduling:MakeBooking:1:rivtabp21;SE162321000024-0016866;VE: Uppsala - Västertorg;SE162321000024-1179 - MB;LUL - T4 - MakeBooking - RIVTA21
SE2321000016-532S;MVK;1;urn:riv:crm:scheduling:MakeBooking:1:rivtabp21;SE2321000016-12X8;VE: SLL - Valsta VC;SE2321000016-7P35 - TakeCare - UB;SLL - RTjP - TakeCare - UpdateBooking - RIVTA20
SE2321000016-532S;MVK;1;urn:riv:crm:scheduling:MakeBooking:1:rivtabp21;SE2321000016-1302;VE: SLL - Edsbergs VC;SE2321000016-7P35 - TakeCare - UB;SLL - RTjP - TakeCare - UpdateBooking - RIVTA20
SE2321000016-532S;MVK;1;urn:riv:crm:scheduling:MakeBooking:1:rivtabp21;SE2321000016-14HS;VE: SLL - Fisksätra VC;SE2321000016-7P35 - TakeCare - UB;SLL - RTjP - TakeCare - UpdateBooking - RIVTA20
SE2321000016-532S;MVK;1;urn:riv:crm:scheduling:MakeBooking:1:rivtabp21;SE2321000016-152M;VE: SLL - Torsviks VC;SE2321000016-7P35 - TakeCare - UB;SLL - RTjP - TakeCare - UpdateBooking - RIVTA20
SE2321000016-532S;MVK;1;urn:riv:crm:scheduling:MakeBooking:1:rivtabp21;SE2321000016-160X;VE: SLL - Kista VC;SE2321000016-7P35 - TakeCare - UB;SLL - RTjP - TakeCare - UpdateBooking - RIVTA20
SE2321000016-532S;MVK;1;urn:riv:crm:scheduling:MakeBooking:1:rivtabp21;SE2321000016-161R;VE: SLL - Kista Rehab Västra;SE2321000016-7P35 - TakeCare - CB;SLL - RTjP - TakeCare - CancelBooking - RIVTA20
SE2321000016-532S;MVK;1;urn:riv:crm:scheduling:MakeBooking:1:rivtabp21;SE2321000016-165S;VE: SLL - Stureplans BVC;SE2321000016-7P35 - TakeCare - CB;SLL - RTjP - TakeCare - CancelBooking - RIVTA20
SE2321000016-532S;MVK;1;urn:riv:crm:scheduling:MakeBooking:1:rivtabp21;SE2321000016-166F;VE: SLL - Rehab City Kungsholmen;SE2321000016-7P35 - TakeCare - UB;SLL - RTjP - TakeCare - UpdateBooking - RIVTA20
SE2321000016-532S;MVK;1;urn:riv:crm:scheduling:MakeBooking:1:rivtabp21;SE2321000016-168M;VE: SLL - Behandlingsenheten City;SE2321000016-7P35 - TakeCare - CB;SLL - RTjP - TakeCare - CancelBooking - RIVTA20
SE2321000016-532S;MVK;1;urn:riv:crm:scheduling:MakeBooking:1:rivtabp21;SE2321000016-2MGH;VE: SLL - Stocksunds VC;SE2321000016-7P35 - TakeCare - UB;SLL - RTjP - TakeCare - UpdateBooking - RIVTA20
SE2321000016-532S;MVK;1;urn:riv:crm:scheduling:MakeBooking:1:rivtabp21;SE2321000016-31C3;VE: SLL - Högdalen Rehab Södra;SE2321000016-7P35 - TakeCare - CB;SLL - RTjP - TakeCare - CancelBooking - RIVTA20
SE2321000016-532S;MVK;1;urn:riv:crm:scheduling:MakeBooking:1:rivtabp21;SE2321000016-34FZ;VE: SLL - Västerort BUMM, Astrid Lindgrens Barnsjukhus;SE2321000016-7P35 - TakeCare - GATT;SLL - RTjP - TakeCare - GetAllTimeTypes - RIVTA20
SE2321000016-532S;MVK;1;urn:riv:crm:scheduling:MakeBooking:1:rivtabp21;SE2321000016-4JJ9;VE: SLL - Rehab Nordväst Solna;SE2321000016-7P35 - TakeCare - UB;SLL - RTjP - TakeCare - UpdateBooking - RIVTA20
SE2321000016-532S;MVK;1;urn:riv:crm:scheduling:MakeBooking:1:rivtabp21;SE2321000016-4PTK;VE: SLL - Primärvårdsrehab Bollmora VC;SE2321000016-7P35 - TakeCare - GATT;SLL - RTjP - TakeCare - GetAllTimeTypes - RIVTA20
SE2321000016-532S;MVK;1;urn:riv:crm:scheduling:MakeBooking:1:rivtabp21;SE2321000016-4PV3;VE: SLL - Bromma Rehab Västra;SE2321000016-7P35 - TakeCare - CB;SLL - RTjP - TakeCare - CancelBooking - RIVTA20
SE2321000016-532S;MVK;1;urn:riv:crm:scheduling:MakeBooking:1:rivtabp21;SE2321000016-62V1;VE: SLL - ADHD Mottagningen;SE2321000016-7P35 - TakeCare - CB;SLL - RTjP - TakeCare - CancelBooking - RIVTA20
SE2321000016-532S;MVK;1;urn:riv:crm:scheduling:MakeBooking:1:rivtabp21;SE2321000016-8ZRW;VE: SLL - HBTQ Ung, Södersjukhuset AB;SE2321000016-7P35 - TakeCare - CB;SLL - RTjP - TakeCare - CancelBooking - RIVTA20
SE2321000016-532S;MVK;1;urn:riv:crm:scheduling:MakeBooking:1:rivtabp21;SE2321000016-92P0;VE: SLL - Blodbussen vid Västerortspolisen;SE2321000016-7P35 - Prosang -  UB;SLL - RTjP - Prosang - UpdateBooking - RIVTA21
SE2321000016-532S;MVK;1;urn:riv:crm:scheduling:MakeBooking:1:rivtabp21;SE2321000032-42R3;VE: Sörmland - VC Bagaregatan;SE162321000032-4L8D - CB;Sörmland - RTjP - CancelBooking - RIVTA20
SE2321000016-532S;MVK;1;urn:riv:crm:scheduling:MakeBooking:1:rivtabp21;SE2321000057-498P;VG: Jönköping - Vrigstad Läkarmottagning;SE5565594230-B8N - RMCQ;Vårdens Intyg - Webcert - RMCQ - RIVTA20
SE2321000016-532S;MVK;1;urn:riv:crm:scheduling:MakeBooking:1:rivtabp21;SE2321000057-4GQZ;VE: Jönköping - Eksjö FTV;SE2321000057-64G1 - GATT;LJ - T4 - GetAllTimeTypes - RIVTA20
SE2321000016-532S;MVK;1;urn:riv:crm:scheduling:MakeBooking:1:rivtabp21;SE2321000057-4PMC;VE: Jönköping - Kirurgmottagningen övre mag-tarm Länssjukhuset Ryhov;SE162321000057-0068 - GBD;LJ - Cosmic - GetBookingDetails - RIVTA20
SE2321000016-532S;MVK;1;urn:riv:crm:scheduling:MakeBooking:1:rivtabp21;SE2321000057-4R42;VE: Jönköping - Råslätt FTV;SE2321000057-64G1 - GATT;LJ - T4 - GetAllTimeTypes - RIVTA20
SE2321000016-532S;MVK;1;urn:riv:crm:scheduling:MakeBooking:1:rivtabp21;SE2321000057-4R5C;VE: Jönköping - Norrahammar FTV;SE2321000057-64G1 - GATT;LJ - T4 - GetAllTimeTypes - RIVTA20
SE2321000016-532S;MVK;1;urn:riv:crm:scheduling:MakeBooking:1:rivtabp21;SE2321000057-4R5R;VE: Jönköping - Tranås FTV;SE2321000057-64G1 - GATT;LJ - T4 - GetAllTimeTypes - RIVTA20
SE2321000016-532S;MVK;1;urn:riv:crm:scheduling:MakeBooking:1:rivtabp21;SE2321000057-4R6C;VE: Jönköping - Vetlanda FTV;SE2321000057-64G1 - GATT;LJ - T4 - GetAllTimeTypes - RIVTA20
SE2321000016-532S;MVK;1;urn:riv:crm:scheduling:MakeBooking:1:rivtabp21;SE2321000057-4R7D;VE: Jönköping - Värnamo FTV;SE2321000057-64G1 - GATT;LJ - T4 - GetAllTimeTypes - RIVTA20
SE2321000016-532S;MVK;1;urn:riv:crm:scheduling:MakeBooking:1:rivtabp21;SE2321000057-4R7J;VE: Jönköping - Rydaholm FTV;SE2321000057-64G1 - GATT;LJ - T4 - GetAllTimeTypes - RIVTA20
SE2321000016-532S;MVK;1;urn:riv:crm:scheduling:MakeBooking:1:rivtabp21;SE2321000057-4R7X;VE: Jönköping - Gnosjö FTV;SE2321000057-64G1 - GATT;LJ - T4 - GetAllTimeTypes - RIVTA20
SE2321000016-532S;MVK;1;urn:riv:crm:scheduling:MakeBooking:1:rivtabp21;SE2321000057-4W4K;VE: Jönköping -  Smålandsstenar VC;SE162321000057-0068 - GATT;LJ - Cosmic - GetAllTimeTypes -  RIVTA20
SE2321000016-532S;MVK;1;urn:riv:crm:scheduling:MakeBooking:1:rivtabp21;SE2321000057-5Z3V;VE: Jönköping - Barn- och Ungdomsmedicinska mottagningen Värnamo sjukhus;SE162321000057-0068 - GATT;LJ - Cosmic - GetAllTimeTypes -  RIVTA20
SE2321000016-532S;MVK;1;urn:riv:crm:scheduling:MakeBooking:1:rivtabp21;SE2321000065-7330028000700;VE: Kronoberg - BMM Teleborg;SE162321000065-B09 - CB;Kronoberg - Cosmic -  CancelBooking - RIVTA20
SE2321000016-532S;MVK;1;urn:riv:crm:scheduling:MakeBooking:1:rivtabp21;SE2321000065-7330028997307;VE: Kronoberg - Campushälsan;SE162321000065-B09 -  MB;Kronoberg - Cosmic -  MakeBooking - RIVTA20
SE2321000016-532S;MVK;1;urn:riv:crm:scheduling:MakeBooking:1:rivtabp21;SE2321000065-7330028998212;VE: STI-mottagningen ;SE162321000065-B09 -  UB;Kronoberg - Cosmic -  UpdateBooking - RIVTA20
SE2321000016-532S;MVK;1;urn:riv:crm:scheduling:MakeBooking:1:rivtabp21;SE2321000065-7330028999448;VE: Kronoberg - VC Achima Care Älmhult;SE162321000065-B09 -  GATT;Kronoberg - Cosmic -  GetAllTimeTypes - RIVTA20
SE2321000016-532S;MVK;1;urn:riv:crm:scheduling:MakeBooking:1:rivtabp21;SE2321000164-10CV;VE: ÖLL - Blodbuss hållplats Ericsson Kumla;SE162321000164-0144 - GATT;ÖLL - Prosang - GetAllTimeTypes - RIVTA21
SE2321000016-532S;MVK;1;urn:riv:crm:scheduling:MakeBooking:1:rivtabp21;SE2321000164-10CW;VE: ÖLL - Blodbuss hållplats Hällefors VC;SE162321000164-0144 - GATT;ÖLL - Prosang - GetAllTimeTypes - RIVTA21
SE2321000016-532S;MVK;1;urn:riv:crm:scheduling:MakeBooking:1:rivtabp21;SE2321000164-10CX;VE: ÖLL - Blodbuss hållplats Meritor Lindesberg;SE162321000164-0144 - GATT;ÖLL - Prosang - GetAllTimeTypes - RIVTA21
SE2321000016-532S;MVK;1;urn:riv:crm:scheduling:MakeBooking:1:rivtabp21;SE2321000164-10CZ;VE: ÖLL - Blodbuss hållplats Ahlsell Hallsberg;SE162321000164-0144 - GATT;ÖLL - Prosang - GetAllTimeTypes - RIVTA21
SE2321000016-532S;MVK;1;urn:riv:crm:scheduling:MakeBooking:1:rivtabp21;SE2321000164-10D0;VE: ÖLL - Blodbuss hållplats Askersunds VC;SE162321000164-0144 - GATT;ÖLL - Prosang - GetAllTimeTypes - RIVTA21
SE2321000016-532S;MVK;1;urn:riv:crm:scheduling:MakeBooking:1:rivtabp21;SE2321000164-10DF;VE: ÖLL - Blodbuss hållplats ESAB Laxå;SE162321000164-0144 - GATT;ÖLL - Prosang - GetAllTimeTypes - RIVTA21
SE2321000016-532S;MVK;1;urn:riv:crm:scheduling:MakeBooking:1:rivtabp21;SE2321000164-10DJ;;;
SE2321000016-532S;MVK;1;urn:riv:crm:scheduling:MakeBooking:1:rivtabp21;SE2321000164-10DP;VE: ÖLL - Blodbuss hållplats Kävesta folkhögskola;SE162321000164-0144 - GATT;ÖLL - Prosang - GetAllTimeTypes - RIVTA21
SE2321000016-532S;MVK;1;urn:riv:crm:scheduling:MakeBooking:1:rivtabp21;SE2321000164-10F3;VE: ÖLL - Blodbuss hållplats Suzuki Garphyttan AB - Haldex;SE162321000164-0144 - GATT;ÖLL - Prosang - GetAllTimeTypes - RIVTA21
SE2321000016-532S;MVK;1;urn:riv:crm:scheduling:MakeBooking:1:rivtabp21;SE2321000164-10KD;VE: Örebro - Blodbuss hållplats Åsbro;SE162321000164-0144 - GATT;ÖLL - Prosang - GetAllTimeTypes - RIVTA21
SE2321000016-532S;MVK;1;urn:riv:crm:scheduling:MakeBooking:1:rivtabp21;SE2321000164-7381037594971;VE: Örebro - Lekebergs VC;SE162321000164-0090 - CB;ÖLL - RTjP - CancelBooking - RIVTA20
SE2321000016-532S;MVK;1;urn:riv:crm:scheduling:MakeBooking:1:rivtabp21;SE2321000164-7381037594988;VE: Örebro - Odensbackens VC;SE162321000164-0090 - CB;ÖLL - RTjP - CancelBooking - RIVTA20
SE2321000016-532S;MVK;1;urn:riv:crm:scheduling:MakeBooking:1:rivtabp21;SE2321000164-7381037595022;VE: Örebro - Kumla VC Kungsvägsmottagningen;SE162321000164-0090 - CB;ÖLL - RTjP - CancelBooking - RIVTA20
SE2321000016-532S;MVK;1;urn:riv:crm:scheduling:MakeBooking:1:rivtabp21;SE2321000164-7381037595084;VE: Örebro - Pilgårdens VC;SE162321000164-0090 - CB;ÖLL - RTjP - CancelBooking - RIVTA20
SE2321000016-532S;MVK;1;urn:riv:crm:scheduling:MakeBooking:1:rivtabp21;SE2321000164-7381037595091;VE: Örebro - Laxå VC;SE162321000164-0090 - CB;ÖLL - RTjP - CancelBooking - RIVTA20
SE2321000016-532S;MVK;1;urn:riv:crm:scheduling:MakeBooking:1:rivtabp21;SE2321000164-7381037595244;VE: Örebro - Storå VC;SE162321000164-0090 - CB;ÖLL - RTjP - CancelBooking - RIVTA20
SE2321000016-532S;MVK;1;urn:riv:crm:scheduling:MakeBooking:1:rivtabp21;SE2321000198-021919;VE: Gävleborg - Blodgivarcentralen Sandviken;SE162321000198-001J - ProSang - GBD;LG - RTjP - ProSang - GetBookingDetails - RIVTA21
SE2321000016-532S;MVK;1;urn:riv:crm:scheduling:MakeBooking:1:rivtabp21;SE2321000206-E00344;VE: Västernorrland - Hälsocentralen Stöde;HSASERVICES-10F7 - SysteamCross - GATT;LVN - RTjP - SysteamCross - GetAllTimeTypes - RIVTA20
SE2321000016-532S;MVK;1;urn:riv:crm:scheduling:MakeBooking:1:rivtabp21;SE2321000206-E00438;VG: Västernorrland - VC Fränsta;HSASERVICES-10F7 - SysteamCross - GATT;LVN - RTjP - SysteamCross - GetAllTimeTypes - RIVTA20
SE2321000016-532S;MVK;1405;urn:riv:inera:se.apotekensservice:lf:LFUtskrift:1:rivtabp20;556763-4778;Apoteken service - läkemedelstjänster;APO - HPI V4;Apoteken - HamtaPatientInfo V4 - RIVTA20
SE2321000016-532S;MVK;890;urn:riv:inera:se.apotekensservice:lf:KontrolleraSamtycke:1:rivtabp20;556763-4778;Apoteken service - läkemedelstjänster;APO - HPI V4;Apoteken - HamtaPatientInfo V4 - RIVTA20
SE2321000016-532S;MVK;52;urn:riv:crm:scheduling:CancelBooking:1:rivtabp21;SE2321000057-66R5;VE: Jönköping - Gynekologisk cellprovtagning;SE162321000057-0043 - GBD;LJ - SafirLis - GetBookingDetails - RIVTA20
SE2321000016-532S;MVK;48;urn:riv:crm:scheduling:CancelBooking:1:rivtabp21;SE2321000115-F73184;VG: Halland - Klinisk patologi och cytologi Länssjukhuset Halmstad;SE162321000115-F10013  - GATT;Halland - SafirLis - GetAllTimeTypes - RIVTA20
SE2321000016-532S;MVK;46;urn:riv:crm:scheduling:CancelBooking:1:rivtabp21;SE2321000172-2V8Z;VE: Västmanland - Gynekologisk cellprovskontroll ;SE162321000172-0035 - UB;LTV - SafirLis - UpdateBooking - RIVTA21
SE2321000016-532S;MVK;15;urn:riv:crm:scheduling:CancelBooking:1:rivtabp21;SE2321000016-14HC;VE: SLL - Liljeholmens VC;SE2321000016-7P35 - TakeCare - UB;SLL - RTjP - TakeCare - UpdateBooking - RIVTA20
SE2321000016-532S;MVK;13;urn:riv:crm:scheduling:CancelBooking:1:rivtabp21;SE2321000016-10L1;VE: SLL - Fysiocenter Odenplan Praktikertjänst AB;SE2321000016-7P35 - TakeCare - UB;SLL - RTjP - TakeCare - UpdateBooking - RIVTA20
SE2321000016-532S;MVK;11;urn:riv:crm:scheduling:CancelBooking:1:rivtabp21;SE2321000180-46CH;VG: Dalarna - Mammografi Dalarna;SE2321000180-0018 - UB;Dalarna - Sectra - UpdateBooking - RIVTA20
SE2321000016-532S;MVK;9;urn:riv:crm:scheduling:CancelBooking:1:rivtabp21;SE2321000040-69VB;VE: Östergötland - Kvinnohälsan Motala;SE2321000040-AA053 - Flexlab - GAT;LiO - RTjP - Flexlab - GetAvailableTimeslots - RIVTA20
SE2321000016-532S;MVK;9;urn:riv:crm:scheduling:CancelBooking:1:rivtabp21;SE2321000057-4R61;VE: Jönköping - Nässjö FTV;SE2321000057-64G1 - GATT;LJ - T4 - GetAllTimeTypes - RIVTA20
SE2321000016-532S;MVK;9;urn:riv:crm:scheduling:CancelBooking:1:rivtabp21;SE2321000164-7381037590355;VE: Örebro - FTV Brickbacken;SE162321000164-0090 - CB;ÖLL - RTjP - CancelBooking - RIVTA20
SE2321000016-532S;MVK;9;urn:riv:crm:scheduling:CancelBooking:1:rivtabp21;SE2321000164-7381037591147;VE: ÖLL - Blodcentralen USÖ;SE162321000164-0144 - GATT;ÖLL - Prosang - GetAllTimeTypes - RIVTA21
SE2321000016-532S;MVK;8;urn:riv:crm:scheduling:CancelBooking:1:rivtabp21;SE2321000016-2N68;VE: SLL - Tranebergs VC;SE2321000016-7P35 - TakeCare - UB;SLL - RTjP - TakeCare - UpdateBooking - RIVTA20
SE2321000016-532S;MVK;8;urn:riv:crm:scheduling:CancelBooking:1:rivtabp21;SE2321000040-5296;VE: Östergötland - STD US Hudkliniken i Östergötland;SE2321000040-AA053 - Cosmic - CB;LiO - RTjP - Cosmic - CancelBooking - RIVTA20
SE2321000016-532S;MVK;7;urn:riv:crm:scheduling:CancelBooking:1:rivtabp21;SE162321000255-O13796;VE: Skåne - BMM Snapphanen;SE162321000255-F12706 - GAHF;Skåne - FlexLab - GetAllHealthcareFacilities - RIVTA20
SE2321000016-532S;MVK;7;urn:riv:crm:scheduling:CancelBooking:1:rivtabp21;SE2321000032-42P1;VE: Sörmland - Mammografimottagningen Mälarsjukhuset ;SE162321000032-4L8D - CB;Sörmland - RTjP - CancelBooking - RIVTA20
SE2321000016-532S;MVK;7;urn:riv:crm:scheduling:CancelBooking:1:rivtabp21;SE2321000164-7381037590386;VE: Örebro - FTV Sofia;SE162321000164-0090 - CB;ÖLL - RTjP - CancelBooking - RIVTA20
SE2321000016-532S;MVK;6;urn:riv:crm:scheduling:CancelBooking:1:rivtabp21;SE2321000016-107N;VE: SLL - RFSU kliniken;SE2321000016-7P35 - TakeCare - UB;SLL - RTjP - TakeCare - UpdateBooking - RIVTA20
SE2321000016-532S;MVK;6;urn:riv:crm:scheduling:CancelBooking:1:rivtabp21;SE2321000057-4R5M;VE: Jönköping - Mullsjö FTV;SE2321000057-64G1 - GATT;LJ - T4 - GetAllTimeTypes - RIVTA20
SE2321000016-532S;MVK;6;urn:riv:crm:scheduling:CancelBooking:1:rivtabp21;SE2321000164-7381037590379;VE: Örebro - FTV Hertig Karl;SE162321000164-0090 - CB;ÖLL - RTjP - CancelBooking - RIVTA20
SE2321000016-532S;MVK;6;urn:riv:crm:scheduling:CancelBooking:1:rivtabp21;SE2321000164-7381037590409;VE: Örebro - FTV Haga;SE162321000164-0090 - CB;ÖLL - RTjP - CancelBooking - RIVTA20
SE2321000016-532S;MVK;6;urn:riv:crm:scheduling:CancelBooking:1:rivtabp21;SE2321000172-2SBZ;VG: Västmanlands läns landsting;SE162321000172-0024 - CB;LTV - Sectra - CancelBooking - RIVTA20
SE2321000016-532S;MVK;6;urn:riv:crm:scheduling:CancelBooking:1:rivtabp21;SE2321000198-021829;VE: Gävleborg - Blodgivarcentralen Gävle;SE162321000198-001J - ProSang - GBD;LG - RTjP - ProSang - GetBookingDetails - RIVTA21
SE2321000016-532S;MVK;6;urn:riv:crm:scheduling:CancelBooking:1:rivtabp21;SE2321000198-021919;VE: Gävleborg - Blodgivarcentralen Sandviken;SE162321000198-001J - ProSang - GBD;LG - RTjP - ProSang - GetBookingDetails - RIVTA21
SE2321000016-532S;MVK;6;urn:riv:crm:scheduling:CancelBooking:1:rivtabp21;SE2321000222-0259518;VE: Västerbotten - Mammografivagn Vindeln;SE162321000222-B0J - CB;VLL - Sectra - CancelBooking - RIVTA20
SE2321000016-532S;MVK;5;urn:riv:crm:scheduling:CancelBooking:1:rivtabp21;SE162321000156-4B5J;VE: Värmland - BMM Kronoparken Karlstad;SE162321000156-4GN9 - FlexLab - UB;LiV - RTjP - FlexLab - UpdateBooking - RIVTA20
SE2321000016-532S;MVK;5;urn:riv:crm:scheduling:CancelBooking:1:rivtabp21;SE162321000255-O19335;VE: Skåne - BMM Capio Citykliniken Helsingborg Söder;SE162321000255-F12706 - GAHF;Skåne - FlexLab - GetAllHealthcareFacilities - RIVTA20
SE2321000016-532S;MVK;5;urn:riv:crm:scheduling:CancelBooking:1:rivtabp21;SE2321000016-12BG;VE: SLL - Gynmottagningen, SÖS;SE2321000016-7P35 - TakeCare - CB;SLL - RTjP - TakeCare - CancelBooking - RIVTA20
SE2321000016-532S;MVK;5;urn:riv:crm:scheduling:CancelBooking:1:rivtabp21;SE2321000016-14FJ;VE: SLL - Segeltorps VC;SE2321000016-7P35 - TakeCare - UB;SLL - RTjP - TakeCare - UpdateBooking - RIVTA20
SE2321000016-532S;MVK;5;urn:riv:crm:scheduling:CancelBooking:1:rivtabp21;SE2321000057-4G86;VE: Jönköping - Hälsan FTV;SE2321000057-64G1 - GATT;LJ - T4 - GetAllTimeTypes - RIVTA20
SE2321000016-532S;MVK;5;urn:riv:crm:scheduling:CancelBooking:1:rivtabp21;SE2321000073-4C0C;VE: Kalmar - Mammografienheten Kalmar;SE162321000073-0046 - Tidbok;Kalmar - Sectra - Alla tidbokstjänster - RIVTA20
SE2321000016-532S;MVK;5;urn:riv:crm:scheduling:CancelBooking:1:rivtabp21;SE2321000164-7381037590225;VE: Örebro - FTV Hallsberg;SE162321000164-0090 - CB;ÖLL - RTjP - CancelBooking - RIVTA20
SE2321000016-532S;MVK;5;urn:riv:crm:scheduling:CancelBooking:1:rivtabp21;SE2321000164-7381037594841;VE: Örebro - Olaus Petri VC;SE162321000164-0090 - CB;ÖLL - RTjP - CancelBooking - RIVTA20
SE2321000016-532S;MVK;5;urn:riv:crm:scheduling:CancelBooking:1:rivtabp21;SE2321000164-7381037598054;VE: Örebro - Ängens VC;SE162321000164-0090 - CB;ÖLL - RTjP - CancelBooking - RIVTA20
SE2321000016-532S;MVK;5;urn:riv:crm:scheduling:CancelBooking:1:rivtabp21;SE2321000198-019287;VG: Gävleborg - BMM Hudiksvall- Nordanstig;SE162321000198-0015 - UB;LG - FlexLab - UpdateBooking - RIVTA20
SE2321000016-532S;MVK;5;urn:riv:crm:scheduling:CancelBooking:1:rivtabp21;SE2321000222-0259507;VE: Västerbotten - Mammografi Skellefteå;SE162321000222-B0J - CB;VLL - Sectra - CancelBooking - RIVTA20
SE2321000016-532S;MVK;4;urn:riv:crm:scheduling:CancelBooking:1:rivtabp21;SE162321000255-O16499;VE: Skåne - BMM Riksens Ständer;SE162321000255-F12706 - GAHF;Skåne - FlexLab - GetAllHealthcareFacilities - RIVTA20
SE2321000016-532S;MVK;4;urn:riv:crm:scheduling:CancelBooking:1:rivtabp21;SE2321000016-11FG;VG: SLL - Storvreten VC (CGM);SE2321000016-7P35 - TakeCare - CB;SLL - RTjP - TakeCare - CancelBooking - RIVTA20
SE2321000016-532S;MVK;4;urn:riv:crm:scheduling:CancelBooking:1:rivtabp21;SE2321000016-1302;VE: SLL - Edsbergs VC;SE2321000016-7P35 - TakeCare - UB;SLL - RTjP - TakeCare - UpdateBooking - RIVTA20
SE2321000016-532S;MVK;4;urn:riv:crm:scheduling:CancelBooking:1:rivtabp21;SE2321000016-14GR;VE: SLL - Handens VC;SE2321000016-7P35 - TakeCare - UB;SLL - RTjP - TakeCare - UpdateBooking - RIVTA20
